2/13/2024, 4:00 PM						
User Name						
Experimental Description						
Header A (units)	Header B (u)	Header C (u)	Header D (u)			
13.495965	-350.000000	537.802352	-355.314087	350.000000	0.200000	1.000000
13.496465	-350.000000	537.623927	-355.217240	350.000000	0.200000	1.000000
13.496965	-350.000000	537.445595	-355.159935	350.000000	0.200000	1.000000
13.497465	-350.000000	537.267751	-355.138625	350.000000	0.200000	1.000000
13.497966	-350.000000	537.090357	-355.139398	350.000000	0.200000	1.000000
13.498466	-350.000000	536.913012	-355.147292	350.000000	0.200000	1.000000
13.498966	-350.000000	536.735381	-355.155719	350.000000	0.200000	1.000000
13.499466	-350.000000	536.557185	-355.178447	350.000000	0.200000	1.000000
13.499966	-350.000000	536.378201	-355.243366	350.000000	0.200000	1.000000
13.500466	-350.000000	536.198614	-355.367810	350.000000	0.200000	1.000000
13.500966	-350.000000	536.018952	-355.541206	350.000000	0.200000	1.000000
13.501466	-350.000000	535.839657	-355.738440	350.000000	0.200000	1.000000
13.501966	-350.000000	535.661092	-355.934960	350.000000	0.200000	1.000000
13.502466	-350.000000	535.483192	-356.110948	350.000000	0.200000	1.000000
13.502966	-350.000000	535.305526	-356.247163	350.000000	0.200000	1.000000
13.503466	-350.000000	535.127735	-356.334093	350.000000	0.200000	1.000000
13.503966	-350.000000	534.949516	-356.382736	350.000000	0.200000	1.000000
13.504466	-350.000000	534.770986	-356.412116	350.000000	0.200000	1.000000
13.504967	-350.000000	534.592608	-356.432280	350.000000	0.200000	1.000000
13.505467	-350.000000	534.414407	-356.452492	350.000000	0.200000	1.000000
13.505967	-350.000000	534.236039	-356.479338	350.000000	0.200000	1.000000
13.506467	-350.000000	534.057578	-356.514150	350.000000	0.200000	1.000000
13.506967	-350.000000	533.879454	-356.543265	350.000000	0.200000	1.000000
13.507467	-350.000000	533.701655	-356.543618	350.000000	0.200000	1.000000
13.507967	-350.000000	533.523808	-356.502550	350.000000	0.200000	1.000000
13.508467	-350.000000	533.345599	-356.426447	350.000000	0.200000	1.000000
13.508967	-350.000000	533.166772	-356.340431	350.000000	0.200000	1.000000
13.509467	-350.000000	532.987483	-356.271939	350.000000	0.200000	1.000000
13.509967	-350.000000	532.808231	-356.240440	350.000000	0.200000	1.000000
13.510467	-350.000000	532.629071	-356.262508	350.000000	0.200000	1.000000
13.510967	-350.000000	532.450050	-356.337858	350.000000	0.200000	1.000000
13.511467	-350.000000	532.271565	-356.440542	350.000000	0.200000	1.000000
13.511967	-350.000000	532.093579	-356.535661	350.000000	0.200000	1.000000
13.512468	-350.000000	531.915692	-356.603349	350.000000	0.200000	1.000000
13.512968	-350.000000	531.737567	-356.640841	350.000000	0.200000	1.000000
13.513468	-350.000000	531.558927	-356.665482	350.000000	0.200000	1.000000
13.513968	-350.000000	531.379545	-356.710388	350.000000	0.200000	1.000000
13.514468	-350.000000	531.199606	-356.797780	350.000000	0.200000	1.000000
13.514968	-350.000000	531.019635	-356.918531	350.000000	0.200000	1.000000
13.515468	-350.000000	530.839709	-357.062005	350.000000	0.200000	1.000000
13.515968	-350.000000	530.659891	-357.225204	350.000000	0.200000	1.000000
13.516468	-350.000000	530.480597	-357.390719	350.000000	0.200000	1.000000
13.516968	-350.000000	530.301802	-357.532182	350.000000	0.200000	1.000000
13.517468	-350.000000	530.123119	-357.634131	350.000000	0.200000	1.000000
13.517968	-350.000000	529.944220	-357.700562	350.000000	0.200000	1.000000
13.518468	-350.000000	529.764836	-357.753592	350.000000	0.200000	1.000000
13.518968	-350.000000	529.585108	-357.821176	350.000000	0.200000	1.000000
13.519469	-350.000000	529.405885	-357.898597	350.000000	0.200000	1.000000
13.519969	-350.000000	529.227509	-357.960705	350.000000	0.200000	1.000000
13.520469	-350.000000	529.049527	-357.998079	350.000000	0.200000	1.000000
13.520969	-350.000000	528.871921	-357.997058	350.000000	0.200000	1.000000
13.521469	-350.000000	528.694665	-357.934979	350.000000	0.200000	1.000000
13.521969	-350.000000	528.517373	-357.801831	350.000000	0.200000	1.000000
13.522469	-350.000000	528.339723	-357.606829	350.000000	0.200000	1.000000
13.522969	-350.000000	528.161810	-357.364649	350.000000	0.200000	1.000000
13.523469	-350.000000	527.984083	-357.087919	350.000000	0.200000	1.000000
13.523969	-350.000000	527.806550	-356.797238	350.000000	0.200000	1.000000
13.524469	-350.000000	527.628854	-356.519345	350.000000	0.200000	1.000000
13.524969	-350.000000	527.451062	-356.265793	350.000000	0.200000	1.000000
13.525469	-350.000000	527.273590	-356.032544	350.000000	0.200000	1.000000
13.525969	-350.000000	527.096423	-355.813842	350.000000	0.200000	1.000000
13.526469	-350.000000	526.919181	-355.603287	350.000000	0.200000	1.000000
13.526970	-350.000000	526.741545	-355.404654	350.000000	0.200000	1.000000
13.527470	-350.000000	526.563257	-355.234400	350.000000	0.200000	1.000000
13.527970	-350.000000	526.384469	-355.114763	350.000000	0.200000	1.000000
13.528470	-350.000000	526.205681	-355.062440	350.000000	0.200000	1.000000
13.528970	-350.000000	526.026947	-355.088518	350.000000	0.200000	1.000000
13.529470	-350.000000	525.847951	-355.186501	350.000000	0.200000	1.000000
13.529970	-350.000000	525.668792	-355.336001	350.000000	0.200000	1.000000
13.530470	-350.000000	525.489920	-355.514029	350.000000	0.200000	1.000000
13.530974	-350.000000	525.311345	-355.696621	350.000000	0.200000	1.000000
13.531474	-350.000000	525.132706	-355.829875	350.000000	0.200000	1.000000
13.531974	-350.000000	524.954069	-355.958949	350.000000	0.200000	1.000000
13.532474	-350.000000	524.775847	-356.078144	350.000000	0.200000	1.000000
13.532974	-350.000000	524.598019	-356.182624	350.000000	0.200000	1.000000
13.533474	-350.000000	524.420199	-356.267620	350.000000	0.200000	1.000000
13.533974	-350.000000	524.242429	-356.324223	350.000000	0.200000	1.000000
13.534474	-350.000000	524.065101	-356.344121	350.000000	0.200000	1.000000
13.534974	-350.000000	523.888177	-356.320971	350.000000	0.200000	1.000000
13.535474	-350.000000	523.711257	-356.245002	350.000000	0.200000	1.000000
13.535974	-350.000000	523.534007	-356.118718	350.000000	0.200000	1.000000
13.536475	-350.000000	523.356513	-355.950107	350.000000	0.200000	1.000000
13.536975	-350.000000	523.179212	-355.746367	350.000000	0.200000	1.000000
13.537475	-350.000000	523.002107	-355.522492	350.000000	0.200000	1.000000
13.537975	-350.000000	522.824833	-355.303560	350.000000	0.200000	1.000000
13.538475	-350.000000	522.647452	-355.097209	350.000000	0.200000	1.000000
13.538975	-350.000000	522.470016	-354.906508	350.000000	0.200000	1.000000
13.539475	-350.000000	522.292206	-354.755325	350.000000	0.200000	1.000000
13.539975	-350.000000	522.114123	-354.660103	350.000000	0.200000	1.000000
13.540475	-350.000000	521.935858	-354.619266	350.000000	0.200000	1.000000
13.540975	-350.000000	521.757487	-354.629558	350.000000	0.200000	1.000000
13.541475	-350.000000	521.579439	-354.636973	350.000000	0.200000	1.000000
13.541975	-350.000000	521.401704	-354.677091	350.000000	0.200000	1.000000
13.542475	-350.000000	521.223910	-354.742370	350.000000	0.200000	1.000000
13.542975	-350.000000	521.045744	-354.831230	350.000000	0.200000	1.000000
13.543475	-350.000000	520.866950	-354.960402	350.000000	0.200000	1.000000
13.543976	-350.000000	520.687686	-355.139981	350.000000	0.200000	1.000000
13.544482	-350.000000	520.508453	-355.349652	350.000000	0.200000	1.000000
13.544982	-350.000000	520.329306	-355.500484	350.000000	0.200000	1.000000
13.545483	-350.000000	520.150292	-355.656033	350.000000	0.200000	1.000000
13.545983	-350.000000	519.971808	-355.806403	350.000000	0.200000	1.000000
13.546483	-350.000000	519.793821	-355.941459	350.000000	0.200000	1.000000
13.546983	-350.000000	519.615929	-356.049785	350.000000	0.200000	1.000000
13.547483	-350.000000	519.438159	-356.120000	350.000000	0.200000	1.000000
13.547983	-350.000000	519.260531	-356.152481	350.000000	0.200000	1.000000
13.548483	-350.000000	519.082698	-356.155432	350.000000	0.200000	1.000000
13.548983	-350.000000	518.904735	-356.131848	350.000000	0.200000	1.000000
13.549483	-350.000000	518.726706	-356.094941	350.000000	0.200000	1.000000
13.549983	-350.000000	518.548302	-356.063277	350.000000	0.200000	1.000000
13.550483	-350.000000	518.369635	-356.048018	350.000000	0.200000	1.000000
13.550983	-350.000000	518.191162	-356.046909	350.000000	0.200000	1.000000
13.551483	-350.000000	518.012903	-356.043386	350.000000	0.200000	1.000000
13.551983	-350.000000	517.834507	-356.029666	350.000000	0.200000	1.000000
13.552483	-350.000000	517.655684	-356.018969	350.000000	0.200000	1.000000
13.552984	-350.000000	517.476559	-356.028547	350.000000	0.200000	1.000000
13.553484	-350.000000	517.297602	-356.069377	350.000000	0.200000	1.000000
13.553984	-350.000000	517.118844	-356.151297	350.000000	0.200000	1.000000
13.554484	-350.000000	516.939945	-356.279351	350.000000	0.200000	1.000000
13.554984	-350.000000	516.760622	-356.386619	350.000000	0.200000	1.000000
13.555484	-350.000000	516.581006	-356.545272	350.000000	0.200000	1.000000
13.555984	-350.000000	516.401575	-356.731493	350.000000	0.200000	1.000000
13.556484	-350.000000	516.222362	-356.922686	350.000000	0.200000	1.000000
13.556984	-350.000000	516.043393	-357.103053	350.000000	0.200000	1.000000
13.557484	-350.000000	515.865048	-357.247707	350.000000	0.200000	1.000000
13.557984	-350.000000	515.687273	-357.335123	350.000000	0.200000	1.000000
13.558484	-350.000000	515.509655	-357.366914	350.000000	0.200000	1.000000
13.558984	-350.000000	515.331843	-357.352348	350.000000	0.200000	1.000000
13.559484	-350.000000	515.153547	-357.308791	350.000000	0.200000	1.000000
13.559985	-350.000000	514.974531	-357.267796	350.000000	0.200000	1.000000
13.560485	-350.000000	514.794972	-357.250353	350.000000	0.200000	1.000000
13.560985	-350.000000	514.615386	-357.249418	350.000000	0.200000	1.000000
13.561485	-350.000000	514.435843	-357.253693	350.000000	0.200000	1.000000
13.561985	-350.000000	514.256402	-357.259680	350.000000	0.200000	1.000000
13.562485	-350.000000	514.077474	-357.264103	350.000000	0.200000	1.000000
13.562985	-350.000000	513.899031	-357.262338	350.000000	0.200000	1.000000
13.563485	-350.000000	513.720683	-357.247362	350.000000	0.200000	1.000000
13.563985	-350.000000	513.542100	-357.221452	350.000000	0.200000	1.000000
13.564485	-350.000000	513.363372	-357.195888	350.000000	0.200000	1.000000
13.564985	-350.000000	513.184940	-357.173950	350.000000	0.200000	1.000000
13.565485	-350.000000	513.006804	-357.159097	350.000000	0.200000	1.000000
13.565985	-350.000000	512.828600	-357.152911	350.000000	0.200000	1.000000
13.566485	-350.000000	512.650385	-357.152517	350.000000	0.200000	1.000000
13.566985	-350.000000	512.472570	-357.140768	350.000000	0.200000	1.000000
13.567486	-350.000000	512.295131	-357.091762	350.000000	0.200000	1.000000
13.567986	-350.000000	512.117679	-356.990553	350.000000	0.200000	1.000000
13.568486	-350.000000	511.939890	-356.841839	350.000000	0.200000	1.000000
13.568986	-350.000000	511.761859	-356.659124	350.000000	0.200000	1.000000
13.569486	-350.000000	511.584032	-356.451201	350.000000	0.200000	1.000000
13.569986	-350.000000	511.406778	-356.224789	350.000000	0.200000	1.000000
13.570486	-350.000000	511.230037	-355.987669	350.000000	0.200000	1.000000
13.570986	-350.000000	511.053389	-355.748694	350.000000	0.200000	1.000000
13.571486	-350.000000	510.876841	-355.510295	350.000000	0.200000	1.000000
13.571986	-350.000000	510.700401	-355.275147	350.000000	0.200000	1.000000
13.572486	-350.000000	510.523710	-355.045468	350.000000	0.200000	1.000000
13.572986	-350.000000	510.346470	-354.826166	350.000000	0.200000	1.000000
13.573486	-350.000000	510.168441	-354.640396	350.000000	0.200000	1.000000
13.573986	-350.000000	509.989796	-354.515136	350.000000	0.200000	1.000000
13.574487	-350.000000	509.811050	-354.457646	350.000000	0.200000	1.000000
13.574987	-350.000000	509.632273	-354.458405	350.000000	0.200000	1.000000
13.575487	-350.000000	509.453526	-354.507189	350.000000	0.200000	1.000000
13.575987	-350.000000	509.275220	-354.591716	350.000000	0.200000	1.000000
13.576487	-350.000000	509.097330	-354.699109	350.000000	0.200000	1.000000
13.576987	-350.000000	508.919470	-354.817904	350.000000	0.200000	1.000000
13.577488	-350.000000	508.741313	-354.944594	350.000000	0.200000	1.000000
13.577988	-350.000000	508.562954	-355.071036	350.000000	0.200000	1.000000
13.578488	-350.000000	508.384835	-355.211581	350.000000	0.200000	1.000000
13.578988	-350.000000	508.206964	-355.366823	350.000000	0.200000	1.000000
13.579488	-350.000000	508.028979	-355.532942	350.000000	0.200000	1.000000
13.579988	-350.000000	507.850943	-355.692761	350.000000	0.200000	1.000000
13.580488	-350.000000	507.672907	-355.827615	350.000000	0.200000	1.000000
13.580988	-350.000000	507.494553	-355.940815	350.000000	0.200000	1.000000
13.581490	-350.000000	507.315981	-356.029128	350.000000	0.200000	1.000000
13.581990	-350.000000	507.137280	-356.062242	350.000000	0.200000	1.000000
13.582490	-350.000000	506.958161	-356.081285	350.000000	0.200000	1.000000
13.582990	-350.000000	506.778751	-356.103411	350.000000	0.200000	1.000000
13.583490	-350.000000	506.599526	-356.141609	350.000000	0.200000	1.000000
13.583990	-350.000000	506.420877	-356.196278	350.000000	0.200000	1.000000
13.584490	-350.000000	506.242763	-356.254183	350.000000	0.200000	1.000000
13.584990	-350.000000	506.064782	-356.314295	350.000000	0.200000	1.000000
13.585490	-350.000000	505.886953	-356.374774	350.000000	0.200000	1.000000
13.585991	-350.000000	505.709294	-356.418473	350.000000	0.200000	1.000000
13.586491	-350.000000	505.531453	-356.438276	350.000000	0.200000	1.000000
13.586991	-350.000000	505.353139	-356.448042	350.000000	0.200000	1.000000
13.587491	-350.000000	505.174476	-356.465774	350.000000	0.200000	1.000000
13.587991	-350.000000	504.995937	-356.479187	350.000000	0.200000	1.000000
13.588491	-350.000000	504.817553	-356.488069	350.000000	0.200000	1.000000
13.588991	-350.000000	504.638985	-356.489213	350.000000	0.200000	1.000000
13.589491	-350.000000	504.459953	-356.498450	350.000000	0.200000	1.000000
13.589991	-350.000000	504.280591	-356.522691	350.000000	0.200000	1.000000
13.590491	-350.000000	504.101379	-356.553801	350.000000	0.200000	1.000000
13.590991	-350.000000	503.922351	-356.594071	350.000000	0.200000	1.000000
13.591491	-350.000000	503.743538	-356.641387	350.000000	0.200000	1.000000
13.591991	-350.000000	503.564959	-356.665249	350.000000	0.200000	1.000000
13.592491	-350.000000	503.386265	-356.708155	350.000000	0.200000	1.000000
13.592992	-350.000000	503.207530	-356.780708	350.000000	0.200000	1.000000
13.593492	-350.000000	503.029176	-356.868366	350.000000	0.200000	1.000000
13.593992	-350.000000	502.851189	-356.945190	350.000000	0.200000	1.000000
13.594492	-350.000000	502.673191	-356.997684	350.000000	0.200000	1.000000
13.594992	-350.000000	502.495227	-357.020072	350.000000	0.200000	1.000000
13.595492	-350.000000	502.317335	-357.006663	350.000000	0.200000	1.000000
13.595992	-350.000000	502.139182	-356.958340	350.000000	0.200000	1.000000
13.596492	-350.000000	501.960494	-356.893607	350.000000	0.200000	1.000000
13.596992	-350.000000	501.781413	-356.836085	350.000000	0.200000	1.000000
13.597492	-350.000000	501.602423	-356.794035	350.000000	0.200000	1.000000
13.597992	-350.000000	501.423929	-356.746207	350.000000	0.200000	1.000000
13.598492	-350.000000	501.245902	-356.674555	350.000000	0.200000	1.000000
13.598992	-350.000000	501.067947	-356.584901	350.000000	0.200000	1.000000
13.599492	-350.000000	500.890095	-356.490789	350.000000	0.200000	1.000000
13.599992	-350.000000	500.712370	-356.401514	350.000000	0.200000	1.000000
13.600493	-350.000000	500.534430	-356.324462	350.000000	0.200000	1.000000
13.600993	-350.000000	500.356351	-356.261559	350.000000	0.200000	1.000000
13.601493	-350.000000	500.178564	-356.199581	350.000000	0.200000	1.000000
13.601993	-350.000000	500.001061	-356.127110	350.000000	0.200000	1.000000
13.602493	-350.000000	499.823832	-356.043175	350.000000	0.200000	1.000000
13.602993	-350.000000	499.646864	-355.944984	350.000000	0.200000	1.000000
13.603493	-350.000000	499.469783	-355.830149	350.000000	0.200000	1.000000
13.603993	-350.000000	499.292635	-355.691632	350.000000	0.200000	1.000000
13.604493	-350.000000	499.115464	-355.534123	350.000000	0.200000	1.000000
13.604993	-350.000000	498.937942	-355.368028	350.000000	0.200000	1.000000
13.605493	-350.000000	498.760162	-355.201901	350.000000	0.200000	1.000000
13.605993	-350.000000	498.582570	-355.036812	350.000000	0.200000	1.000000
13.606493	-350.000000	498.405173	-354.885765	350.000000	0.200000	1.000000
13.606993	-350.000000	498.227610	-354.770782	350.000000	0.200000	1.000000
13.607494	-350.000000	498.049585	-354.706744	350.000000	0.200000	1.000000
13.607994	-350.000000	497.871216	-354.689721	350.000000	0.200000	1.000000
13.608494	-350.000000	497.692969	-354.702851	350.000000	0.200000	1.000000
13.608994	-350.000000	497.514873	-354.738922	350.000000	0.200000	1.000000
13.609494	-350.000000	497.336948	-354.788367	350.000000	0.200000	1.000000
13.609994	-350.000000	497.159208	-354.842681	350.000000	0.200000	1.000000
13.610494	-350.000000	496.981300	-354.913389	350.000000	0.200000	1.000000
13.610994	-350.000000	496.803294	-355.006739	350.000000	0.200000	1.000000
13.611494	-350.000000	496.625612	-355.105520	350.000000	0.200000	1.000000
13.611994	-350.000000	496.448239	-355.192266	350.000000	0.200000	1.000000
13.612494	-350.000000	496.270799	-355.259645	350.000000	0.200000	1.000000
13.612994	-350.000000	496.093336	-355.299407	350.000000	0.200000	1.000000
13.613494	-350.000000	495.916252	-355.304978	350.000000	0.200000	1.000000
13.613994	-350.000000	495.739517	-355.266344	350.000000	0.200000	1.000000
13.614494	-350.000000	495.562373	-355.197154	350.000000	0.200000	1.000000
13.614995	-350.000000	495.384557	-355.128787	350.000000	0.200000	1.000000
13.615495	-350.000000	495.206581	-355.073023	350.000000	0.200000	1.000000
13.615995	-350.000000	495.028514	-355.024971	350.000000	0.200000	1.000000
13.616495	-350.000000	494.850052	-354.989332	350.000000	0.200000	1.000000
13.616995	-350.000000	494.671312	-354.976073	350.000000	0.200000	1.000000
13.617495	-350.000000	494.492753	-354.990057	350.000000	0.200000	1.000000
13.617995	-350.000000	494.314399	-355.035683	350.000000	0.200000	1.000000
13.618495	-350.000000	494.135902	-355.113218	350.000000	0.200000	1.000000
13.618995	-350.000000	493.956974	-355.228450	350.000000	0.200000	1.000000
13.619495	-350.000000	493.777742	-355.382160	350.000000	0.200000	1.000000
13.619995	-350.000000	493.598679	-355.561889	350.000000	0.200000	1.000000
13.620495	-350.000000	493.419816	-355.761100	350.000000	0.200000	1.000000
13.620995	-350.000000	493.241178	-355.973614	350.000000	0.200000	1.000000
13.621495	-350.000000	493.063141	-356.172266	350.000000	0.200000	1.000000
13.621996	-350.000000	492.885653	-356.328428	350.000000	0.200000	1.000000
13.622496	-350.000000	492.708297	-356.440141	350.000000	0.200000	1.000000
13.622996	-350.000000	492.530725	-356.515545	350.000000	0.200000	1.000000
13.623496	-350.000000	492.352646	-356.556814	350.000000	0.200000	1.000000
13.623996	-350.000000	492.173825	-356.570147	350.000000	0.200000	1.000000
13.624496	-350.000000	491.994439	-356.579300	350.000000	0.200000	1.000000
13.624996	-350.000000	491.815005	-356.600142	350.000000	0.200000	1.000000
13.625496	-350.000000	491.635596	-356.631125	350.000000	0.200000	1.000000
13.625996	-350.000000	491.455908	-356.679786	350.000000	0.200000	1.000000
13.626496	-350.000000	491.276056	-356.758375	350.000000	0.200000	1.000000
13.626996	-350.000000	491.096498	-356.862098	350.000000	0.200000	1.000000
13.627496	-350.000000	490.917253	-356.973832	350.000000	0.200000	1.000000
13.627996	-350.000000	490.737969	-357.088340	350.000000	0.200000	1.000000
13.628496	-350.000000	490.558352	-357.214662	350.000000	0.200000	1.000000
13.628996	-350.000000	490.378523	-357.369089	350.000000	0.200000	1.000000
13.629497	-350.000000	490.198950	-357.552233	350.000000	0.200000	1.000000
13.629997	-350.000000	490.019655	-357.749755	350.000000	0.200000	1.000000
13.630497	-350.000000	489.840658	-357.945139	350.000000	0.200000	1.000000
13.630997	-350.000000	489.662328	-358.112872	350.000000	0.200000	1.000000
13.631497	-350.000000	489.484606	-358.217543	350.000000	0.200000	1.000000
13.631997	-350.000000	489.307070	-358.236482	350.000000	0.200000	1.000000
13.632497	-350.000000	489.129365	-358.171219	350.000000	0.200000	1.000000
13.632997	-350.000000	488.951556	-358.030514	350.000000	0.200000	1.000000
13.633497	-350.000000	488.773702	-357.829885	350.000000	0.200000	1.000000
13.633997	-350.000000	488.595489	-357.604706	350.000000	0.200000	1.000000
13.634497	-350.000000	488.417022	-357.381860	350.000000	0.200000	1.000000
13.634997	-350.000000	488.238755	-357.158920	350.000000	0.200000	1.000000
13.635497	-350.000000	488.060702	-356.932475	350.000000	0.200000	1.000000
13.635997	-350.000000	487.882511	-356.721487	350.000000	0.200000	1.000000
13.636498	-350.000000	487.704251	-356.535451	350.000000	0.200000	1.000000
13.636998	-350.000000	487.525980	-356.370211	350.000000	0.200000	1.000000
13.637498	-350.000000	487.347384	-356.230026	350.000000	0.200000	1.000000
13.637998	-350.000000	487.168570	-356.124339	350.000000	0.200000	1.000000
13.638498	-350.000000	486.989990	-356.057356	350.000000	0.200000	1.000000
13.638998	-350.000000	486.811657	-356.032801	350.000000	0.200000	1.000000
13.639498	-350.000000	486.633218	-356.050174	350.000000	0.200000	1.000000
13.639998	-350.000000	486.454377	-356.114506	350.000000	0.200000	1.000000
13.640498	-350.000000	486.275256	-356.226826	350.000000	0.200000	1.000000
13.640998	-350.000000	486.096322	-356.360346	350.000000	0.200000	1.000000
13.641498	-350.000000	485.917601	-356.486977	350.000000	0.200000	1.000000
13.641998	-350.000000	485.738751	-356.602544	350.000000	0.200000	1.000000
13.642498	-350.000000	485.559849	-356.709986	350.000000	0.200000	1.000000
13.642998	-350.000000	485.381321	-356.797217	350.000000	0.200000	1.000000
13.643498	-350.000000	485.203158	-356.853083	350.000000	0.200000	1.000000
13.643999	-350.000000	485.025346	-356.880136	350.000000	0.200000	1.000000
13.644499	-350.000000	484.847868	-356.875860	350.000000	0.200000	1.000000
13.644999	-350.000000	484.670345	-356.838233	350.000000	0.200000	1.000000
13.645499	-350.000000	484.492820	-356.763828	350.000000	0.200000	1.000000
13.645999	-350.000000	484.315330	-356.657568	350.000000	0.200000	1.000000
13.646499	-350.000000	484.137543	-356.531234	350.000000	0.200000	1.000000
13.646999	-350.000000	483.959185	-356.403896	350.000000	0.200000	1.000000
13.647499	-350.000000	483.780399	-356.297748	350.000000	0.200000	1.000000
13.647999	-350.000000	483.601671	-356.216459	350.000000	0.200000	1.000000
13.648499	-350.000000	483.423045	-356.150993	350.000000	0.200000	1.000000
13.648999	-350.000000	483.244196	-356.099785	350.000000	0.200000	1.000000
13.649499	-350.000000	483.065215	-356.067405	350.000000	0.200000	1.000000
13.649999	-350.000000	482.886543	-356.057011	350.000000	0.200000	1.000000
13.650499	-350.000000	482.708184	-356.069079	350.000000	0.200000	1.000000
13.651000	-350.000000	482.529774	-356.100454	350.000000	0.200000	1.000000
13.651500	-350.000000	482.351007	-356.156129	350.000000	0.200000	1.000000
13.652000	-350.000000	482.171996	-356.249154	350.000000	0.200000	1.000000
13.652500	-350.000000	481.993202	-356.372383	350.000000	0.200000	1.000000
13.653000	-350.000000	481.814643	-356.507599	350.000000	0.200000	1.000000
13.653500	-350.000000	481.636334	-356.637068	350.000000	0.200000	1.000000
13.654000	-350.000000	481.458644	-356.731637	350.000000	0.200000	1.000000
13.654500	-350.000000	481.281510	-356.764189	350.000000	0.200000	1.000000
13.655000	-350.000000	481.104512	-356.734371	350.000000	0.200000	1.000000
13.655500	-350.000000	480.927293	-356.650104	350.000000	0.200000	1.000000
13.656000	-350.000000	480.749560	-356.524904	350.000000	0.200000	1.000000
13.656500	-350.000000	480.571436	-356.379578	350.000000	0.200000	1.000000
13.657000	-350.000000	480.393391	-356.228820	350.000000	0.200000	1.000000
13.657500	-350.000000	480.215459	-356.082903	350.000000	0.200000	1.000000
13.658000	-350.000000	480.037661	-355.939725	350.000000	0.200000	1.000000
13.658501	-350.000000	479.860380	-355.784105	350.000000	0.200000	1.000000
13.659001	-350.000000	479.683564	-355.612817	350.000000	0.200000	1.000000
13.659501	-350.000000	479.506801	-355.434609	350.000000	0.200000	1.000000
13.660001	-350.000000	479.329747	-355.256859	350.000000	0.200000	1.000000
13.660501	-350.000000	479.152478	-355.078552	350.000000	0.200000	1.000000
13.661001	-350.000000	478.975062	-354.908792	350.000000	0.200000	1.000000
13.661501	-350.000000	478.797197	-354.775654	350.000000	0.200000	1.000000
13.662001	-350.000000	478.618996	-354.699129	350.000000	0.200000	1.000000
13.662501	-350.000000	478.440561	-354.680478	350.000000	0.200000	1.000000
13.663001	-350.000000	478.261979	-354.718526	350.000000	0.200000	1.000000
13.663501	-350.000000	478.083689	-354.797030	350.000000	0.200000	1.000000
13.664001	-350.000000	477.905691	-354.887176	350.000000	0.200000	1.000000
13.664501	-350.000000	477.727618	-354.973602	350.000000	0.200000	1.000000
13.665001	-350.000000	477.549166	-355.060101	350.000000	0.200000	1.000000
13.665501	-350.000000	477.370445	-355.155881	350.000000	0.200000	1.000000
13.666002	-350.000000	477.191915	-355.268175	350.000000	0.200000	1.000000
13.666502	-350.000000	477.013597	-355.400925	350.000000	0.200000	1.000000
13.667002	-350.000000	476.835505	-355.543556	350.000000	0.200000	1.000000
13.667502	-350.000000	476.658008	-355.675406	350.000000	0.200000	1.000000
13.668002	-350.000000	476.481045	-355.780398	350.000000	0.200000	1.000000
13.668502	-350.000000	476.304196	-355.839350	350.000000	0.200000	1.000000
13.669002	-350.000000	476.127108	-355.845772	350.000000	0.200000	1.000000
13.669502	-350.000000	475.949486	-355.813359	350.000000	0.200000	1.000000
13.670002	-350.000000	475.771456	-355.760416	350.000000	0.200000	1.000000
13.670502	-350.000000	475.593491	-355.687926	350.000000	0.200000	1.000000
13.671002	-350.000000	475.415623	-355.596654	350.000000	0.200000	1.000000
13.671502	-350.000000	475.237515	-355.506301	350.000000	0.200000	1.000000
13.672002	-350.000000	475.058889	-355.440474	350.000000	0.200000	1.000000
13.672502	-350.000000	474.879883	-355.417161	350.000000	0.200000	1.000000
13.673003	-350.000000	474.700977	-355.436371	350.000000	0.200000	1.000000
13.673503	-350.000000	474.522214	-355.482893	350.000000	0.200000	1.000000
13.674003	-350.000000	474.343261	-355.551468	350.000000	0.200000	1.000000
13.674503	-350.000000	474.164207	-355.646642	350.000000	0.200000	1.000000
13.675003	-350.000000	473.985489	-355.765708	350.000000	0.200000	1.000000
13.675507	-350.000000	473.807106	-355.906724	350.000000	0.200000	1.000000
13.676007	-350.000000	473.628691	-356.022972	350.000000	0.200000	1.000000
13.676507	-350.000000	473.450298	-356.155814	350.000000	0.200000	1.000000
13.677007	-350.000000	473.272336	-356.284517	350.000000	0.200000	1.000000
13.677507	-350.000000	473.094776	-356.380199	350.000000	0.200000	1.000000
13.678008	-350.000000	472.917228	-356.425540	350.000000	0.200000	1.000000
13.678508	-350.000000	472.739366	-356.423171	350.000000	0.200000	1.000000
13.679008	-350.000000	472.560919	-356.395309	350.000000	0.200000	1.000000
13.679508	-350.000000	472.382032	-356.367218	350.000000	0.200000	1.000000
13.680008	-350.000000	472.203197	-356.345513	350.000000	0.200000	1.000000
13.680508	-350.000000	472.024459	-356.323935	350.000000	0.200000	1.000000
13.681008	-350.000000	471.845495	-356.303568	350.000000	0.200000	1.000000
13.681508	-350.000000	471.666037	-356.301732	350.000000	0.200000	1.000000
13.682008	-350.000000	471.486231	-356.340665	350.000000	0.200000	1.000000
13.682508	-350.000000	471.306564	-356.426977	350.000000	0.200000	1.000000
13.683008	-350.000000	471.127081	-356.548076	350.000000	0.200000	1.000000
13.683508	-350.000000	470.947456	-356.701896	350.000000	0.200000	1.000000
