2/13/2024, 4:00 PM						
User Name						
Experimental Description						
Header A (units)	Header B (u)	Header C (u)	Header D (u)			
3.585670	-350.000000	511.428360	-355.987939	350.000000	0.200000	1.000000
3.586170	-350.000000	511.251401	-359.111056	350.000000	0.200000	1.000000
3.586670	-350.000000	511.074260	-361.706259	350.000000	0.200000	1.000000
3.587170	-350.000000	510.896998	-360.774664	350.000000	0.200000	1.000000
3.587670	-350.000000	510.719667	-359.926600	350.000000	0.200000	1.000000
3.588170	-350.000000	510.542314	-357.364736	350.000000	0.200000	1.000000
3.588670	-350.000000	510.365336	-354.941628	350.000000	0.200000	1.000000
3.589170	-350.000000	510.188703	-354.451815	350.000000	0.200000	1.000000
3.589670	-350.000000	510.012019	-355.475615	350.000000	0.200000	1.000000
3.590170	-350.000000	509.834954	-351.001610	350.000000	0.200000	1.000000
3.590671	-350.000000	509.657240	-354.197602	350.000000	0.200000	1.000000
3.591171	-350.000000	509.479019	-352.849206	350.000000	0.200000	1.000000
3.591671	-350.000000	509.300785	-354.027010	350.000000	0.200000	1.000000
3.592171	-350.000000	509.122586	-355.423548	350.000000	0.200000	1.000000
3.592671	-350.000000	508.944100	-353.802948	350.000000	0.200000	1.000000
3.593171	-350.000000	508.765425	-353.738651	350.000000	0.200000	1.000000
3.593671	-350.000000	508.587007	-351.401376	350.000000	0.200000	1.000000
3.594171	-350.000000	508.408853	-352.826963	350.000000	0.200000	1.000000
3.594671	-350.000000	508.230604	-355.559083	350.000000	0.200000	1.000000
3.595171	-350.000000	508.052323	-353.421730	350.000000	0.200000	1.000000
3.595671	-350.000000	507.874424	-353.126407	350.000000	0.200000	1.000000
3.596171	-350.000000	507.696888	-355.935543	350.000000	0.200000	1.000000
3.596676	-350.000000	507.519329	-354.544530	350.000000	0.200000	1.000000
3.597176	-350.000000	507.341789	-356.832702	350.000000	0.200000	1.000000
3.597676	-350.000000	507.164663	-356.692152	350.000000	0.200000	1.000000
3.598176	-350.000000	506.988277	-357.197602	350.000000	0.200000	1.000000
3.598676	-350.000000	506.812531	-355.207882	350.000000	0.200000	1.000000
3.599176	-350.000000	506.636969	-357.106097	350.000000	0.200000	1.000000
3.599676	-350.000000	506.461569	-357.817560	350.000000	0.200000	1.000000
3.600178	-350.000000	506.286311	-359.776805	350.000000	0.200000	1.000000
3.600678	-350.000000	506.111175	-361.277763	350.000000	0.200000	1.000000
3.601178	-350.000000	505.936143	-359.825635	350.000000	0.200000	1.000000
3.601678	-350.000000	505.760475	-358.470029	350.000000	0.200000	1.000000
3.602178	-350.000000	505.583922	-356.131589	350.000000	0.200000	1.000000
3.602678	-350.000000	505.407011	-359.597154	350.000000	0.200000	1.000000
3.603178	-350.000000	505.230193	-356.061791	350.000000	0.200000	1.000000
3.603678	-350.000000	505.053839	-358.228566	350.000000	0.200000	1.000000
3.604179	-350.000000	504.877894	-351.817414	350.000000	0.200000	1.000000
3.604679	-350.000000	504.701943	-352.885963	350.000000	0.200000	1.000000
3.605179	-350.000000	504.525639	-350.796564	350.000000	0.200000	1.000000
3.605679	-350.000000	504.348695	-349.581252	350.000000	0.200000	1.000000
3.606315	-350.000000	504.171244	-350.227685	350.000000	0.200000	1.000000
3.606843	-350.000000	503.993404	-355.111890	350.000000	0.200000	1.000000
3.607343	-350.000000	503.814556	-357.531997	350.000000	0.200000	1.000000
3.607843	-350.000000	503.634556	-357.268738	350.000000	0.200000	1.000000
3.608343	-350.000000	503.454027	-358.853406	350.000000	0.200000	1.000000
3.608843	-350.000000	503.273498	-359.046078	350.000000	0.200000	1.000000
3.609343	-350.000000	503.093411	-355.478843	350.000000	0.200000	1.000000
3.609843	-350.000000	502.913767	-354.421138	350.000000	0.200000	1.000000
3.610343	-350.000000	502.734199	-350.042248	350.000000	0.200000	1.000000
3.610843	-350.000000	502.554400	-344.986103	350.000000	0.200000	1.000000
3.611343	-350.000000	502.374114	-342.447179	350.000000	0.200000	1.000000
3.611951	-350.000000	502.193496	-337.706922	350.000000	0.200000	1.000000
3.612451	-350.000000	502.012683	-341.153460	350.000000	0.200000	1.000000
3.612951	-350.000000	501.831428	-341.954961	350.000000	0.200000	1.000000
3.613451	-350.000000	501.649894	-342.845907	350.000000	0.200000	1.000000
3.613951	-350.000000	501.468583	-340.089446	350.000000	0.200000	1.000000
3.614452	-350.000000	501.287550	-339.466625	350.000000	0.200000	1.000000
3.614952	-350.000000	501.106475	-340.235918	350.000000	0.200000	1.000000
3.615452	-350.000000	500.925453	-343.240447	350.000000	0.200000	1.000000
3.615952	-350.000000	500.744562	-348.619599	350.000000	0.200000	1.000000
3.616452	-350.000000	500.563505	-353.138297	350.000000	0.200000	1.000000
3.616952	-350.000000	500.382034	-352.263056	350.000000	0.200000	1.000000
3.617453	-350.000000	500.200310	-351.203478	350.000000	0.200000	1.000000
3.617953	-350.000000	500.018833	-351.211251	350.000000	0.200000	1.000000
3.618453	-350.000000	499.837659	-346.720036	350.000000	0.200000	1.000000
3.618953	-350.000000	499.656463	-347.309788	350.000000	0.200000	1.000000
3.619453	-350.000000	499.475341	-344.622374	350.000000	0.200000	1.000000
3.619953	-350.000000	499.294730	-345.196901	350.000000	0.200000	1.000000
3.620453	-350.000000	499.114629	-348.765941	350.000000	0.200000	1.000000
3.620953	-350.000000	498.934666	-352.549630	350.000000	0.200000	1.000000
3.621453	-350.000000	498.754891	-351.571668	350.000000	0.200000	1.000000
3.621953	-350.000000	498.575704	-363.480186	350.000000	0.200000	1.000000
3.622453	-350.000000	498.397071	-363.922912	350.000000	0.200000	1.000000
3.622953	-350.000000	498.218592	-362.274088	350.000000	0.200000	1.000000
3.623453	-350.000000	498.040291	-363.321734	350.000000	0.200000	1.000000
3.623953	-350.000000	497.862551	-363.839780	350.000000	0.200000	1.000000
3.624453	-350.000000	497.685319	-366.269054	350.000000	0.200000	1.000000
3.624954	-350.000000	497.508183	-361.775936	350.000000	0.200000	1.000000
3.625454	-350.000000	497.330796	-365.848378	350.000000	0.200000	1.000000
3.625954	-350.000000	497.153233	-367.434370	350.000000	0.200000	1.000000
3.626454	-350.000000	496.975923	-363.524610	350.000000	0.200000	1.000000
3.626954	-350.000000	496.798857	-361.550862	350.000000	0.200000	1.000000
3.627454	-350.000000	496.622027	-360.990634	350.000000	0.200000	1.000000
3.627954	-350.000000	496.445781	-362.294118	350.000000	0.200000	1.000000
3.628454	-350.000000	496.270044	-357.246688	350.000000	0.200000	1.000000
3.628954	-350.000000	496.094380	-357.910127	350.000000	0.200000	1.000000
3.629454	-350.000000	495.918425	-360.431486	350.000000	0.200000	1.000000
3.629954	-350.000000	495.742241	-360.214861	350.000000	0.200000	1.000000
3.630454	-350.000000	495.566244	-360.883916	350.000000	0.200000	1.000000
3.630954	-350.000000	495.390419	-358.451235	350.000000	0.200000	1.000000
3.631454	-350.000000	495.214386	-356.729770	350.000000	0.200000	1.000000
3.631955	-350.000000	495.038195	-357.562900	350.000000	0.200000	1.000000
3.632455	-350.000000	494.861888	-356.972732	350.000000	0.200000	1.000000
3.632955	-350.000000	494.685142	-354.182204	350.000000	0.200000	1.000000
3.633455	-350.000000	494.508053	-353.151117	350.000000	0.200000	1.000000
3.633955	-350.000000	494.330707	-352.822409	350.000000	0.200000	1.000000
3.634455	-350.000000	494.152818	-350.535542	350.000000	0.200000	1.000000
3.634955	-350.000000	493.974516	-352.543979	350.000000	0.200000	1.000000
3.635455	-350.000000	493.796279	-348.958485	350.000000	0.200000	1.000000
3.635955	-350.000000	493.618142	-349.269896	350.000000	0.200000	1.000000
3.636455	-350.000000	493.440135	-350.341379	350.000000	0.200000	1.000000
3.636955	-350.000000	493.262643	-349.095757	350.000000	0.200000	1.000000
3.637455	-350.000000	493.085617	-350.296296	350.000000	0.200000	1.000000
3.637955	-350.000000	492.908649	-353.635447	350.000000	0.200000	1.000000
3.638455	-350.000000	492.731397	-351.208345	350.000000	0.200000	1.000000
3.638955	-350.000000	492.553575	-352.239831	350.000000	0.200000	1.000000
3.639456	-350.000000	492.374957	-354.388923	350.000000	0.200000	1.000000
3.639956	-350.000000	492.195724	-357.301844	350.000000	0.200000	1.000000
3.640456	-350.000000	492.016400	-353.546243	350.000000	0.200000	1.000000
3.640958	-350.000000	491.837062	-357.970554	350.000000	0.200000	1.000000
3.641458	-350.000000	491.657775	-353.758752	350.000000	0.200000	1.000000
3.641958	-350.000000	491.478956	-353.028948	350.000000	0.200000	1.000000
3.642458	-350.000000	491.300583	-354.449459	350.000000	0.200000	1.000000
3.642958	-350.000000	491.122270	-354.931971	350.000000	0.200000	1.000000
3.643459	-350.000000	490.943694	-356.930731	350.000000	0.200000	1.000000
3.643959	-350.000000	490.764949	-356.417595	350.000000	0.200000	1.000000
3.644459	-350.000000	490.586480	-355.603991	350.000000	0.200000	1.000000
3.644959	-350.000000	490.408290	-354.323304	350.000000	0.200000	1.000000
3.645459	-350.000000	490.230020	-359.491318	350.000000	0.200000	1.000000
3.645959	-350.000000	490.051367	-356.934060	350.000000	0.200000	1.000000
3.646460	-350.000000	489.872447	-354.836957	350.000000	0.200000	1.000000
3.646960	-350.000000	489.693722	-354.812024	350.000000	0.200000	1.000000
3.647460	-350.000000	489.515213	-355.927136	350.000000	0.200000	1.000000
3.647960	-350.000000	489.336576	-356.787688	350.000000	0.200000	1.000000
3.648460	-350.000000	489.157521	-354.717630	350.000000	0.200000	1.000000
3.648960	-350.000000	488.978174	-355.432924	350.000000	0.200000	1.000000
3.649460	-350.000000	488.799009	-358.609854	350.000000	0.200000	1.000000
3.649960	-350.000000	488.620056	-355.917922	350.000000	0.200000	1.000000
3.650460	-350.000000	488.440976	-355.320386	350.000000	0.200000	1.000000
3.650960	-350.000000	488.261849	-355.564671	350.000000	0.200000	1.000000
3.651460	-350.000000	488.083104	-357.279637	350.000000	0.200000	1.000000
3.651960	-350.000000	487.904733	-358.049526	350.000000	0.200000	1.000000
3.652460	-350.000000	487.726363	-357.957768	350.000000	0.200000	1.000000
3.652966	-350.000000	487.548041	-356.895311	350.000000	0.200000	1.000000
3.653466	-350.000000	487.370170	-357.231167	350.000000	0.200000	1.000000
3.653966	-350.000000	487.192718	-359.818669	350.000000	0.200000	1.000000
3.654466	-350.000000	487.015654	-356.731829	350.000000	0.200000	1.000000
3.654966	-350.000000	486.839304	-356.946434	350.000000	0.200000	1.000000
3.655466	-350.000000	486.663574	-358.804381	350.000000	0.200000	1.000000
3.655966	-350.000000	486.488010	-357.866753	350.000000	0.200000	1.000000
3.656466	-350.000000	486.312231	-360.328556	350.000000	0.200000	1.000000
3.656967	-350.000000	486.135922	-362.393258	350.000000	0.200000	1.000000
3.657467	-350.000000	485.959187	-359.036470	350.000000	0.200000	1.000000
3.657967	-350.000000	485.782484	-359.930306	350.000000	0.200000	1.000000
3.658467	-350.000000	485.605831	-362.184503	350.000000	0.200000	1.000000
3.658967	-350.000000	485.429245	-358.233260	350.000000	0.200000	1.000000
3.659467	-350.000000	485.253100	-356.648341	350.000000	0.200000	1.000000
3.659967	-350.000000	485.077340	-355.965438	350.000000	0.200000	1.000000
3.660467	-350.000000	484.901552	-356.081441	350.000000	0.200000	1.000000
3.660967	-350.000000	484.725390	-352.676072	350.000000	0.200000	1.000000
3.661467	-350.000000	484.548569	-355.993739	350.000000	0.200000	1.000000
3.661967	-350.000000	484.371223	-351.166463	350.000000	0.200000	1.000000
3.662467	-350.000000	484.193833	-353.593072	350.000000	0.200000	1.000000
3.662967	-350.000000	484.016441	-351.991660	350.000000	0.200000	1.000000
3.663467	-350.000000	483.839083	-351.592294	350.000000	0.200000	1.000000
3.663968	-350.000000	483.662149	-350.798339	350.000000	0.200000	1.000000
3.664468	-350.000000	483.485597	-350.808026	350.000000	0.200000	1.000000
3.664968	-350.000000	483.309027	-351.263000	350.000000	0.200000	1.000000
3.665468	-350.000000	483.132101	-351.402012	350.000000	0.200000	1.000000
3.665968	-350.000000	482.954906	-353.562320	350.000000	0.200000	1.000000
3.666468	-350.000000	482.777879	-352.579742	350.000000	0.200000	1.000000
3.666968	-350.000000	482.601022	-353.677906	350.000000	0.200000	1.000000
3.667468	-350.000000	482.423973	-354.128885	350.000000	0.200000	1.000000
3.667968	-350.000000	482.246792	-352.813254	350.000000	0.200000	1.000000
3.668468	-350.000000	482.069894	-353.389224	350.000000	0.200000	1.000000
3.668968	-350.000000	481.893261	-353.026999	350.000000	0.200000	1.000000
3.669468	-350.000000	481.716512	-351.457737	350.000000	0.200000	1.000000
3.669968	-350.000000	481.539328	-355.929192	350.000000	0.200000	1.000000
3.670468	-350.000000	481.361811	-353.712851	350.000000	0.200000	1.000000
3.670968	-350.000000	481.184416	-353.353711	350.000000	0.200000	1.000000
3.671469	-350.000000	481.007155	-352.577535	350.000000	0.200000	1.000000
3.671969	-350.000000	480.829679	-352.346078	350.000000	0.200000	1.000000
3.672469	-350.000000	480.652058	-353.832597	350.000000	0.200000	1.000000
3.672969	-350.000000	480.474716	-352.507666	350.000000	0.200000	1.000000
3.673469	-350.000000	480.297642	-352.677554	350.000000	0.200000	1.000000
3.673972	-350.000000	480.120459	-353.267401	350.000000	0.200000	1.000000
3.674472	-350.000000	479.942854	-354.232000	350.000000	0.200000	1.000000
3.674972	-350.000000	479.764935	-354.599649	350.000000	0.200000	1.000000
3.675472	-350.000000	479.587157	-357.358398	350.000000	0.200000	1.000000
3.675972	-350.000000	479.409537	-354.357429	350.000000	0.200000	1.000000
3.676472	-350.000000	479.232087	-354.028343	350.000000	0.200000	1.000000
3.676972	-350.000000	479.055178	-355.209471	350.000000	0.200000	1.000000
3.677472	-350.000000	478.878748	-354.895825	350.000000	0.200000	1.000000
3.677973	-350.000000	478.702379	-354.038266	350.000000	0.200000	1.000000
3.678473	-350.000000	478.525718	-355.122382	350.000000	0.200000	1.000000
3.678973	-350.000000	478.348837	-353.599882	350.000000	0.200000	1.000000
3.679473	-350.000000	478.172161	-355.732394	350.000000	0.200000	1.000000
3.679973	-350.000000	477.995681	-358.578671	350.000000	0.200000	1.000000
3.680473	-350.000000	477.819024	-353.182772	350.000000	0.200000	1.000000
3.680973	-350.000000	477.642244	-352.302403	350.000000	0.200000	1.000000
3.681473	-350.000000	477.465747	-353.645757	350.000000	0.200000	1.000000
3.681973	-350.000000	477.289510	-356.796189	350.000000	0.200000	1.000000
3.682473	-350.000000	477.113147	-356.198089	350.000000	0.200000	1.000000
3.682973	-350.000000	476.936334	-353.307121	350.000000	0.200000	1.000000
3.683473	-350.000000	476.758810	-354.753246	350.000000	0.200000	1.000000
3.683973	-350.000000	476.580727	-353.203338	350.000000	0.200000	1.000000
3.684473	-350.000000	476.402583	-355.125647	350.000000	0.200000	1.000000
3.684973	-350.000000	476.224433	-351.963105	350.000000	0.200000	1.000000
3.685478	-350.000000	476.045962	-350.388866	350.000000	0.200000	1.000000
3.685978	-350.000000	475.867272	-351.806279	350.000000	0.200000	1.000000
3.686478	-350.000000	475.688814	-351.683757	350.000000	0.200000	1.000000
3.686978	-350.000000	475.510601	-351.752336	350.000000	0.200000	1.000000
3.687478	-350.000000	475.332278	-352.821681	350.000000	0.200000	1.000000
3.687978	-350.000000	475.153910	-348.460341	350.000000	0.200000	1.000000
3.688478	-350.000000	474.975916	-353.570139	350.000000	0.200000	1.000000
3.688978	-350.000000	474.798277	-351.892417	350.000000	0.200000	1.000000
3.689478	-350.000000	474.620613	-353.694395	350.000000	0.200000	1.000000
3.689978	-350.000000	474.442604	-352.938803	350.000000	0.200000	1.000000
3.690479	-350.000000	474.264350	-356.706682	350.000000	0.200000	1.000000
3.690979	-350.000000	474.086300	-352.585217	350.000000	0.200000	1.000000
3.691479	-350.000000	473.908464	-353.983634	350.000000	0.200000	1.000000
3.691979	-350.000000	473.730487	-355.096268	350.000000	0.200000	1.000000
3.692479	-350.000000	473.552435	-356.171098	350.000000	0.200000	1.000000
3.692979	-350.000000	473.374727	-354.692252	350.000000	0.200000	1.000000
3.693479	-350.000000	473.197346	-356.837531	350.000000	0.200000	1.000000
3.693979	-350.000000	473.020272	-356.105805	350.000000	0.200000	1.000000
3.694480	-350.000000	472.843487	-355.676211	350.000000	0.200000	1.000000
3.694980	-350.000000	472.666607	-357.313111	350.000000	0.200000	1.000000
3.695480	-350.000000	472.489674	-355.821700	350.000000	0.200000	1.000000
3.695980	-350.000000	472.313087	-355.841248	350.000000	0.200000	1.000000
3.696480	-350.000000	472.137175	-359.271776	350.000000	0.200000	1.000000
3.696980	-350.000000	471.961842	-355.566099	350.000000	0.200000	1.000000
3.697480	-350.000000	471.786635	-354.931231	350.000000	0.200000	1.000000
3.697980	-350.000000	471.611176	-355.948513	350.000000	0.200000	1.000000
3.698480	-350.000000	471.435511	-357.831033	350.000000	0.200000	1.000000
3.698980	-350.000000	471.259684	-357.509977	350.000000	0.200000	1.000000
3.699480	-350.000000	471.083371	-356.883936	350.000000	0.200000	1.000000
3.699980	-350.000000	470.906671	-356.876635	350.000000	0.200000	1.000000
3.700481	-350.000000	470.729670	-354.689871	350.000000	0.200000	1.000000
3.700981	-350.000000	470.552448	-352.473869	350.000000	0.200000	1.000000
3.701481	-350.000000	470.375433	-354.426570	350.000000	0.200000	1.000000
3.701981	-350.000000	470.198623	-353.028284	350.000000	0.200000	1.000000
3.702481	-350.000000	470.021646	-351.865775	350.000000	0.200000	1.000000
3.702981	-350.000000	469.844560	-352.683056	350.000000	0.200000	1.000000
3.703481	-350.000000	469.667775	-350.517776	350.000000	0.200000	1.000000
3.703981	-350.000000	469.491266	-350.150007	350.000000	0.200000	1.000000
3.704490	-350.000000	469.314650	-352.248436	350.000000	0.200000	1.000000
3.704990	-350.000000	469.137604	-352.001389	350.000000	0.200000	1.000000
3.705490	-350.000000	468.960229	-351.848869	350.000000	0.200000	1.000000
3.705990	-350.000000	468.782974	-352.808772	350.000000	0.200000	1.000000
3.706490	-350.000000	468.605852	-353.425720	350.000000	0.200000	1.000000
3.706990	-350.000000	468.428511	-352.885649	350.000000	0.200000	1.000000
3.707490	-350.000000	468.251020	-352.795747	350.000000	0.200000	1.000000
3.707990	-350.000000	468.073802	-352.938620	350.000000	0.200000	1.000000
3.708490	-350.000000	467.896844	-351.772429	350.000000	0.200000	1.000000
3.708990	-350.000000	467.719771	-354.494911	350.000000	0.200000	1.000000
3.709490	-350.000000	467.542268	-351.336413	350.000000	0.200000	1.000000
3.709990	-350.000000	467.364442	-351.902336	350.000000	0.200000	1.000000
3.710490	-350.000000	467.186750	-350.397449	350.000000	0.200000	1.000000
3.710991	-350.000000	467.009569	-354.127627	350.000000	0.200000	1.000000
3.711491	-350.000000	466.832849	-355.155722	350.000000	0.200000	1.000000
3.711991	-350.000000	466.656178	-354.196495	350.000000	0.200000	1.000000
3.712491	-350.000000	466.479570	-353.822061	350.000000	0.200000	1.000000
3.712991	-350.000000	466.303041	-352.324565	350.000000	0.200000	1.000000
3.713491	-350.000000	466.126236	-356.226420	350.000000	0.200000	1.000000
3.713991	-350.000000	465.948864	-358.043234	350.000000	0.200000	1.000000
3.714491	-350.000000	465.770691	-352.751859	350.000000	0.200000	1.000000
3.714991	-350.000000	465.591892	-352.917545	350.000000	0.200000	1.000000
3.715491	-350.000000	465.412987	-353.948575	350.000000	0.200000	1.000000
3.715991	-350.000000	465.234049	-353.911519	350.000000	0.200000	1.000000
3.716491	-350.000000	465.055141	-352.333904	350.000000	0.200000	1.000000
3.716991	-350.000000	464.876677	-352.920826	350.000000	0.200000	1.000000
3.717491	-350.000000	464.698634	-350.972775	350.000000	0.200000	1.000000
3.717992	-350.000000	464.520627	-352.104261	350.000000	0.200000	1.000000
3.718492	-350.000000	464.342330	-353.513817	350.000000	0.200000	1.000000
3.718992	-350.000000	464.163838	-353.146117	350.000000	0.200000	1.000000
3.719492	-350.000000	463.985597	-351.599520	350.000000	0.200000	1.000000
3.719992	-350.000000	463.807611	-353.714778	350.000000	0.200000	1.000000
3.720492	-350.000000	463.629884	-353.855331	350.000000	0.200000	1.000000
3.720992	-350.000000	463.452773	-355.301035	350.000000	0.200000	1.000000
3.721492	-350.000000	463.276211	-356.347251	350.000000	0.200000	1.000000
3.721992	-350.000000	463.099767	-357.146914	350.000000	0.200000	1.000000
3.722492	-350.000000	462.923443	-358.441789	350.000000	0.200000	1.000000
3.722992	-350.000000	462.747602	-356.884876	350.000000	0.200000	1.000000
3.723492	-350.000000	462.572177	-358.389843	350.000000	0.200000	1.000000
3.723992	-350.000000	462.396743	-359.899824	350.000000	0.200000	1.000000
3.724492	-350.000000	462.221309	-358.557776	350.000000	0.200000	1.000000
3.724998	-350.000000	462.046244	-359.215892	350.000000	0.200000	1.000000
3.725498	-350.000000	461.871488	-358.406936	350.000000	0.200000	1.000000
3.725998	-350.000000	461.696624	-359.565862	350.000000	0.200000	1.000000
3.726498	-350.000000	461.521308	-360.148012	350.000000	0.200000	1.000000
3.726998	-350.000000	461.345253	-360.827522	350.000000	0.200000	1.000000
3.727498	-350.000000	461.168235	-355.399538	350.000000	0.200000	1.000000
3.727998	-350.000000	460.990439	-355.536350	350.000000	0.200000	1.000000
3.728498	-350.000000	460.812394	-355.426165	350.000000	0.200000	1.000000
3.728999	-350.000000	460.634185	-351.656166	350.000000	0.200000	1.000000
3.729499	-350.000000	460.455523	-351.145087	350.000000	0.200000	1.000000
3.729999	-350.000000	460.276535	-352.081999	350.000000	0.200000	1.000000
3.730499	-350.000000	460.097694	-349.514787	350.000000	0.200000	1.000000
3.730999	-350.000000	459.919031	-347.146740	350.000000	0.200000	1.000000
3.731499	-350.000000	459.740209	-348.626837	350.000000	0.200000	1.000000
3.731999	-350.000000	459.560946	-344.943520	350.000000	0.200000	1.000000
3.732499	-350.000000	459.381376	-347.219957	350.000000	0.200000	1.000000
3.732999	-350.000000	459.201978	-348.417552	350.000000	0.200000	1.000000
3.733499	-350.000000	459.022787	-349.157326	350.000000	0.200000	1.000000
3.733999	-350.000000	458.843830	-348.204023	350.000000	0.200000	1.000000
3.734499	-350.000000	458.665489	-350.659651	350.000000	0.200000	1.000000
3.734999	-350.000000	458.487712	-354.511791	350.000000	0.200000	1.000000
3.735499	-350.000000	458.310084	-352.113824	350.000000	0.200000	1.000000
3.736000	-350.000000	458.132620	-354.185358	350.000000	0.200000	1.000000
3.736500	-350.000000	457.955691	-356.627801	350.000000	0.200000	1.000000
3.737000	-350.000000	457.779238	-357.870500	350.000000	0.200000	1.000000
3.737500	-350.000000	457.602842	-358.263987	350.000000	0.200000	1.000000
3.738000	-350.000000	457.426514	-359.524036	350.000000	0.200000	1.000000
3.738500	-350.000000	457.250624	-359.580270	350.000000	0.200000	1.000000
3.739000	-350.000000	457.075114	-359.128691	350.000000	0.200000	1.000000
3.739500	-350.000000	456.899930	-363.365022	350.000000	0.200000	1.000000
3.740000	-350.000000	456.725021	-362.509384	350.000000	0.200000	1.000000
3.740500	-350.000000	456.549979	-360.041367	350.000000	0.200000	1.000000
3.741000	-350.000000	456.374825	-358.915034	350.000000	0.200000	1.000000
3.741500	-350.000000	456.199581	-358.331728	350.000000	0.200000	1.000000
3.742000	-350.000000	456.023903	-357.317172	350.000000	0.200000	1.000000
3.742500	-350.000000	455.847871	-355.862482	350.000000	0.200000	1.000000
3.743000	-350.000000	455.671920	-355.471324	350.000000	0.200000	1.000000
3.743501	-350.000000	455.496050	-354.661832	350.000000	0.200000	1.000000
3.744001	-350.000000	455.320261	-355.600851	350.000000	0.200000	1.000000
3.744501	-350.000000	455.144913	-354.843822	350.000000	0.200000	1.000000
3.745001	-350.000000	454.969577	-353.970506	350.000000	0.200000	1.000000
3.745501	-350.000000	454.793532	-349.665650	350.000000	0.200000	1.000000
3.746001	-350.000000	454.616909	-350.360841	350.000000	0.200000	1.000000
3.746501	-350.000000	454.439824	-348.699945	350.000000	0.200000	1.000000
3.747001	-350.000000	454.262385	-350.949971	350.000000	0.200000	1.000000
3.747501	-350.000000	454.085044	-348.617454	350.000000	0.200000	1.000000
3.748001	-350.000000	453.907822	-348.932964	350.000000	0.200000	1.000000
3.748501	-350.000000	453.730367	-351.637689	350.000000	0.200000	1.000000
3.749001	-350.000000	453.552755	-348.196271	350.000000	0.200000	1.000000
3.749501	-350.000000	453.375409	-348.935955	350.000000	0.200000	1.000000
3.750001	-350.000000	453.198322	-350.223100	350.000000	0.200000	1.000000
3.750502	-350.000000	453.021480	-349.493257	350.000000	0.200000	1.000000
3.751002	-350.000000	452.844872	-350.436654	350.000000	0.200000	1.000000
3.751502	-350.000000	452.668119	-350.266119	350.000000	0.200000	1.000000
3.752002	-350.000000	452.491271	-352.391817	350.000000	0.200000	1.000000
3.752502	-350.000000	452.314371	-351.330271	350.000000	0.200000	1.000000
3.753002	-350.000000	452.137091	-352.464831	350.000000	0.200000	1.000000
3.753502	-350.000000	451.959527	-354.740029	350.000000	0.200000	1.000000
3.754002	-350.000000	451.782124	-353.270508	350.000000	0.200000	1.000000
3.754502	-350.000000	451.604892	-354.910977	350.000000	0.200000	1.000000
3.755002	-350.000000	451.427834	-355.287073	350.000000	0.200000	1.000000
3.755502	-350.000000	451.251314	-355.990978	350.000000	0.200000	1.000000
3.756002	-350.000000	451.075266	-351.100811	350.000000	0.200000	1.000000
3.756502	-350.000000	450.899267	-354.388551	350.000000	0.200000	1.000000
3.757002	-350.000000	450.722962	-354.998221	350.000000	0.200000	1.000000
3.757502	-350.000000	450.546418	-354.958840	350.000000	0.200000	1.000000
3.758003	-350.000000	450.370059	-353.981849	350.000000	0.200000	1.000000
3.758503	-350.000000	450.193875	-353.319391	350.000000	0.200000	1.000000
3.759003	-350.000000	450.017492	-352.891301	350.000000	0.200000	1.000000
3.759512	-350.000000	449.840963	-355.483818	350.000000	0.200000	1.000000
3.760012	-350.000000	449.664334	-355.247821	350.000000	0.200000	1.000000
3.760512	-350.000000	449.487282	-357.389479	350.000000	0.200000	1.000000
3.761012	-350.000000	449.309906	-355.124466	350.000000	0.200000	1.000000
3.761625	-350.000000	449.132293	-356.151198	350.000000	0.200000	1.000000
3.762125	-350.000000	448.954157	-354.792487	350.000000	0.200000	1.000000
3.762625	-350.000000	448.775267	-357.494518	350.000000	0.200000	1.000000
3.763125	-350.000000	448.595802	-359.269651	350.000000	0.200000	1.000000
3.763625	-350.000000	448.416283	-359.110937	350.000000	0.200000	1.000000
3.764125	-350.000000	448.236783	-358.787153	350.000000	0.200000	1.000000
3.764625	-350.000000	448.057365	-353.891966	350.000000	0.200000	1.000000
3.765125	-350.000000	447.878441	-351.549790	350.000000	0.200000	1.000000
3.765625	-350.000000	447.699989	-347.134101	350.000000	0.200000	1.000000
3.766125	-350.000000	447.521618	-349.098443	350.000000	0.200000	1.000000
3.766625	-350.000000	447.343003	-344.463462	350.000000	0.200000	1.000000
3.767125	-350.000000	447.163873	-341.023715	350.000000	0.200000	1.000000
3.767626	-350.000000	446.984372	-339.558925	350.000000	0.200000	1.000000
3.768126	-350.000000	446.804988	-339.037543	350.000000	0.200000	1.000000
3.768626	-350.000000	446.626128	-340.292488	350.000000	0.200000	1.000000
3.769126	-350.000000	446.447762	-341.498470	350.000000	0.200000	1.000000
3.769626	-350.000000	446.269495	-341.258594	350.000000	0.200000	1.000000
3.770126	-350.000000	446.091361	-341.889884	350.000000	0.200000	1.000000
3.770626	-350.000000	445.913381	-346.962272	350.000000	0.200000	1.000000
3.771126	-350.000000	445.735213	-349.920682	350.000000	0.200000	1.000000
3.771626	-350.000000	445.556932	-358.949812	350.000000	0.200000	1.000000
3.772126	-350.000000	445.378967	-360.199802	350.000000	0.200000	1.000000
3.772626	-350.000000	445.201309	-358.671564	350.000000	0.200000	1.000000
3.773126	-350.000000	445.023947	-356.514976	350.000000	0.200000	1.000000
3.773626	-350.000000	444.847229	-359.544385	350.000000	0.200000	1.000000
