3/14/2024, 4:29 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.098527	113.000000	43.339507	754.376685	113.000000	0.250000	1.000000	547.083119	1.000000
0.099027	113.000000	43.705312	752.988585	113.000000	0.250000	1.000000	544.167009	1.000000
0.099528	113.000000	44.071239	749.349906	113.000000	0.250000	1.000000	541.333705	1.000000
0.100028	113.000000	44.437036	744.694156	113.000000	0.250000	1.000000	538.559351	1.000000
0.100528	113.000000	44.802495	739.341105	113.000000	0.250000	1.000000	535.824659	1.000000
0.101028	113.000000	45.167449	733.549406	113.000000	0.250000	1.000000	533.107141	1.000000
0.101528	113.000000	45.531762	727.613763	113.000000	0.250000	1.000000	530.375743	1.000000
0.102028	113.000000	45.895693	721.892620	113.000000	0.250000	1.000000	527.600202	1.000000
0.102528	113.000000	46.259466	716.738541	113.000000	0.250000	1.000000	524.756258	1.000000
0.103028	113.000000	46.622544	712.512174	113.000000	0.250000	1.000000	521.820653	1.000000
0.103528	113.000000	46.984488	709.551022	113.000000	0.250000	1.000000	518.774054	1.000000
0.104028	113.000000	47.345311	708.094593	113.000000	0.250000	1.000000	515.603727	1.000000
0.104535	113.000000	47.705038	708.298639	113.000000	0.250000	1.000000	512.263431	1.000000
0.105035	113.000000	48.064069	710.695384	113.000000	0.250000	1.000000	508.804497	1.000000
0.105535	113.000000	48.422748	714.607941	113.000000	0.250000	1.000000	505.221482	1.000000
0.106035	113.000000	48.780645	720.151129	113.000000	0.250000	1.000000	501.490964	1.000000
0.106535	113.000000	49.137411	727.654733	113.000000	0.250000	1.000000	497.588532	1.000000
0.107035	113.000000	49.493493	737.373827	113.000000	0.250000	1.000000	494.485525	1.000000
0.107535	113.000000	49.849278	737.169941	113.000000	0.250000	1.000000	491.431564	1.000000
0.108035	113.000000	50.204367	736.431188	113.000000	0.250000	1.000000	488.417432	1.000000
0.108536	113.000000	50.558077	735.347125	113.000000	0.250000	1.000000	485.431745	1.000000
0.109036	113.000000	50.910215	734.080398	113.000000	0.250000	1.000000	482.464051	1.000000
0.109536	113.000000	51.261369	732.697061	113.000000	0.250000	1.000000	479.509264	1.000000
0.110036	113.000000	51.611682	731.244780	113.000000	0.250000	1.000000	476.567868	1.000000
0.110536	113.000000	51.960562	729.782175	113.000000	0.250000	1.000000	473.635968	1.000000
0.111036	113.000000	52.307897	728.370056	113.000000	0.250000	1.000000	470.711975	1.000000
0.111536	113.000000	52.653977	726.996509	113.000000	0.250000	1.000000	467.791456	1.000000
0.112036	113.000000	52.999062	725.688231	113.000000	0.250000	1.000000	464.869426	1.000000
0.112536	113.000000	53.343025	724.521400	113.000000	0.250000	1.000000	461.943562	1.000000
0.113036	113.000000	53.685773	723.534971	113.000000	0.250000	1.000000	459.016449	1.000000
0.113536	113.000000	54.027608	722.663695	113.000000	0.250000	1.000000	456.095830	1.000000
0.114036	113.000000	54.368436	721.821544	113.000000	0.250000	1.000000	453.189126	1.000000
0.114536	113.000000	54.708191	720.923232	113.000000	0.250000	1.000000	450.370253	1.000000
0.115036	113.000000	55.047197	719.012994	113.000000	0.250000	1.000000	447.576244	1.000000
0.115536	113.000000	55.385372	716.883784	113.000000	0.250000	1.000000	444.805903	1.000000
0.116037	113.000000	55.722299	714.596135	113.000000	0.250000	1.000000	442.060293	1.000000
0.116537	113.000000	56.058008	712.133466	113.000000	0.250000	1.000000	439.335475	1.000000
