3/14/2024, 9:08 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.130940	113.000000	69.793764	42.870301	113.000000	0.250000	1.000000	380.945918	1.000000
0.131440	113.000000	70.129699	42.536978	113.000000	0.250000	1.000000	378.274518	1.000000
0.131940	113.000000	70.463022	42.205601	113.000000	0.250000	1.000000	375.542819	1.000000
0.132440	113.000000	70.794399	41.875944	113.000000	0.250000	1.000000	372.767866	1.000000
0.132940	113.000000	71.124056	41.548158	113.000000	0.250000	1.000000	370.044081	1.000000
0.133440	113.000000	71.451842	41.221978	113.000000	0.250000	1.000000	367.295871	1.000000
0.133940	113.000000	71.778022	40.897160	113.000000	0.250000	1.000000	364.583839	1.000000
0.134440	113.000000	72.102840	40.573842	113.000000	0.250000	1.000000	361.852611	1.000000
0.134940	113.000000	72.426158	40.252116	113.000000	0.250000	1.000000	359.099914	1.000000
0.135440	113.000000	72.747884	39.932040	113.000000	0.250000	1.000000	356.327925	1.000000
0.135941	113.000000	73.067960	39.613272	113.000000	0.250000	1.000000	353.541422	1.000000
0.136441	113.000000	73.386728	39.295510	113.000000	0.250000	1.000000	350.744254	1.000000
0.136941	113.000000	73.704490	38.978846	113.000000	0.250000	1.000000	347.939922	1.000000
0.137441	113.000000	74.021154	38.663344	113.000000	0.250000	1.000000	345.128103	1.000000
0.137941	113.000000	74.336656	38.349040	113.000000	0.250000	1.000000	342.308314	1.000000
0.138441	113.000000	74.650960	38.035944	113.000000	0.250000	1.000000	339.480460	1.000000
0.138941	113.000000	74.964056	37.724051	113.000000	0.250000	1.000000	336.643021	1.000000
0.139441	113.000000	75.275949	37.413336	113.000000	0.250000	1.000000	333.800601	1.000000
0.139941	113.000000	75.586664	37.103763	113.000000	0.250000	1.000000	330.953430	1.000000
0.140441	113.000000	75.896237	36.795285	113.000000	0.250000	1.000000	328.095526	1.000000
0.140941	113.000000	76.204715	36.487846	113.000000	0.250000	1.000000	325.230300	1.000000
0.141441	113.000000	76.512154	36.181386	113.000000	0.250000	1.000000	322.364598	1.000000
0.141941	113.000000	76.818614	35.875837	113.000000	0.250000	1.000000	319.498795	1.000000
0.142441	113.000000	77.124163	35.571133	113.000000	0.250000	1.000000	316.633626	1.000000
0.142942	113.000000	77.428867	35.267565	113.000000	0.250000	1.000000	313.773632	1.000000
0.143442	113.000000	77.732435	34.965363	113.000000	0.250000	1.000000	310.918419	1.000000
0.143942	113.000000	78.034637	34.664337	113.000000	0.250000	1.000000	308.064867	1.000000
0.144442	113.000000	78.335663	34.364309	113.000000	0.250000	1.000000	305.212486	1.000000
0.144942	113.000000	78.635691	34.065118	113.000000	0.250000	1.000000	302.363157	1.000000
0.145442	113.000000	78.934882	33.766977	113.000000	0.250000	1.000000	299.522998	1.000000
0.145942	113.000000	79.233023	33.470052	113.000000	0.250000	1.000000	296.694004	1.000000
0.146442	113.000000	79.529948	33.174099	113.000000	0.250000	1.000000	293.873079	1.000000
0.146942	113.000000	79.825901	32.879263	113.000000	0.250000	1.000000	291.059298	1.000000
0.147442	113.000000	80.120737	32.586014	113.000000	0.250000	1.000000	288.254840	1.000000
0.147942	113.000000	80.413986	32.294355	113.000000	0.250000	1.000000	285.458694	1.000000
0.148442	113.000000	80.705645	32.004271	113.000000	0.250000	1.000000	282.669684	1.000000
0.148942	113.000000	80.995729	31.716084	113.000000	0.250000	1.000000	279.891012	1.000000
0.149442	113.000000	81.283916	31.430040	113.000000	0.250000	1.000000	277.124931	1.000000
0.149942	113.000000	81.569960	31.145950	113.000000	0.250000	1.000000	274.370609	1.000000
0.150443	113.000000	81.854050	30.863264	113.000000	0.250000	1.000000	271.629126	1.000000
0.150943	113.000000	82.136736	30.581866	113.000000	0.250000	1.000000	268.905373	1.000000
0.153439	113.000000	82.418134	30.298017	113.000000	0.250000	1.000000	258.577528	1.000000
0.153939	113.000000	82.701983	30.004639	113.000000	0.250000	1.000000	254.666774	1.000000
0.154439	113.000000	82.995361	29.699927	113.000000	0.250000	1.000000	252.012336	1.000000
0.154939	113.000000	83.300073	29.386520	113.000000	0.250000	1.000000	250.018957	1.000000
0.155439	113.000000	83.613480	29.066390	113.000000	0.250000	1.000000	248.613482	1.000000
0.155939	113.000000	83.933610	28.741285	113.000000	0.250000	1.000000	247.839657	1.000000
0.156439	113.000000	84.258715	28.413465	113.000000	0.250000	1.000000	247.739927	1.000000
0.156939	113.000000	84.586535	28.084863	113.000000	0.250000	1.000000	248.268057	1.000000
0.157439	113.000000	84.915137	27.756743	113.000000	0.250000	1.000000	249.235782	1.000000
0.157939	113.000000	85.243257	27.430160	113.000000	0.250000	1.000000	250.311740	1.000000
0.158439	113.000000	85.569840	27.105610	113.000000	0.250000	1.000000	251.084312	1.000000
0.158940	113.000000	85.894390	26.783480	113.000000	0.250000	1.000000	251.184120	1.000000
0.159440	113.000000	86.216520	26.464783	113.000000	0.250000	1.000000	250.386767	1.000000
0.159940	113.000000	86.535217	26.150317	113.000000	0.250000	1.000000	248.626468	1.000000
0.160440	113.000000	86.849683	25.840329	113.000000	0.250000	1.000000	245.948048	1.000000
0.160940	113.000000	87.159671	25.534956	113.000000	0.250000	1.000000	242.428869	1.000000
0.161440	113.000000	87.465044	25.234251	113.000000	0.250000	1.000000	238.069006	1.000000
