3/14/2024, 9:26 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.061020	113.000000	9.294123	103.523793	113.000000	0.250000	1.000000	511.500000	0.000000
0.061520	113.000000	9.476207	103.340588	113.000000	0.250000	1.000000	511.500000	0.000000
0.062021	113.000000	9.659412	103.156203	113.000000	0.250000	1.000000	511.500000	0.000000
0.062521	113.000000	9.843797	102.970602	113.000000	0.250000	1.000000	511.500000	0.000000
0.063021	113.000000	10.029398	102.783776	113.000000	0.250000	1.000000	511.500000	0.000000
0.063521	113.000000	10.216224	102.595732	113.000000	0.250000	1.000000	511.500000	0.000000
0.064021	113.000000	10.404268	102.406497	113.000000	0.250000	1.000000	511.500000	0.000000
0.064521	113.000000	10.593503	102.216108	113.000000	0.250000	1.000000	511.500000	0.000000
0.065021	113.000000	10.783892	102.024613	113.000000	0.250000	1.000000	511.500000	0.000000
0.065521	113.000000	10.975387	101.832432	113.000000	0.250000	1.000000	511.500000	0.000000
0.066021	113.000000	11.167568	101.639926	113.000000	0.250000	1.000000	511.500000	0.000000
0.066521	113.000000	11.360074	101.446676	113.000000	0.250000	1.000000	511.500000	0.000000
0.067021	113.000000	11.553324	101.252343	113.000000	0.250000	1.000000	511.500000	0.000000
0.067521	113.000000	11.747657	101.057023	113.000000	0.250000	1.000000	511.500000	0.000000
0.068021	113.000000	11.942977	100.860807	113.000000	0.250000	1.000000	511.500000	0.000000
0.068521	113.000000	12.139193	100.663787	113.000000	0.250000	1.000000	511.500000	0.000000
0.069021	113.000000	12.336213	100.466051	113.000000	0.250000	1.000000	511.500000	0.000000
0.069522	113.000000	12.533949	100.267682	113.000000	0.250000	1.000000	511.500000	0.000000
0.070022	113.000000	12.732318	100.068760	113.000000	0.250000	1.000000	511.500000	0.000000
0.070522	113.000000	12.931240	99.869359	113.000000	0.250000	1.000000	511.500000	0.000000
0.071022	113.000000	13.130641	99.669549	113.000000	0.250000	1.000000	511.500000	0.000000
0.071522	113.000000	13.330451	99.469393	113.000000	0.250000	1.000000	511.500000	0.000000
0.072022	113.000000	13.530607	99.268950	113.000000	0.250000	1.000000	511.500000	0.000000
0.072522	113.000000	13.731050	99.068273	113.000000	0.250000	1.000000	511.500000	0.000000
0.073022	113.000000	13.931727	98.867049	113.000000	0.250000	1.000000	511.500000	0.000000
0.073522	113.000000	14.132951	98.665020	113.000000	0.250000	1.000000	511.500000	0.000000
0.074022	113.000000	14.334980	98.462349	113.000000	0.250000	1.000000	511.500000	0.000000
0.074522	113.000000	14.537651	98.258816	113.000000	0.250000	1.000000	511.500000	0.000000
0.075022	113.000000	14.741184	98.054250	113.000000	0.250000	1.000000	511.500000	0.000000
0.075522	113.000000	14.945750	97.848886	113.000000	0.250000	1.000000	511.500000	0.000000
0.076022	113.000000	15.151114	97.642931	113.000000	0.250000	1.000000	511.500000	0.000000
0.076523	113.000000	15.357069	97.436206	113.000000	0.250000	1.000000	511.500000	0.000000
0.077023	113.000000	15.563794	97.227484	113.000000	0.250000	1.000000	511.500000	0.000000
0.077677	113.000000	15.772516	97.015770	113.000000	0.250000	1.000000	511.500000	0.000000
0.078177	113.000000	15.984230	96.801718	113.000000	0.250000	1.000000	511.500000	0.000000
0.078677	113.000000	16.198282	96.586639	113.000000	0.250000	1.000000	511.500000	0.000000
0.079177	113.000000	16.413361	96.371280	113.000000	0.250000	1.000000	511.500000	0.000000
0.079677	113.000000	16.628720	96.155546	113.000000	0.250000	1.000000	511.500000	0.000000
0.080177	113.000000	16.844454	95.939365	113.000000	0.250000	1.000000	511.500000	0.000000
0.080677	113.000000	17.060635	95.723044	113.000000	0.250000	1.000000	511.500000	0.000000
0.081177	113.000000	17.276956	95.506480	113.000000	0.250000	1.000000	511.500000	0.000000
0.081677	113.000000	17.493520	95.289228	113.000000	0.250000	1.000000	511.500000	0.000000
0.082177	113.000000	17.710772	95.071288	113.000000	0.250000	1.000000	511.500000	0.000000
0.082678	113.000000	17.928712	94.853031	113.000000	0.250000	1.000000	511.500000	0.000000
0.083178	113.000000	18.146969	94.634775	113.000000	0.250000	1.000000	511.500000	0.000000
0.083678	113.000000	18.365225	94.416782	113.000000	0.250000	1.000000	511.500000	0.000000
0.084178	113.000000	18.583218	94.199272	113.000000	0.250000	1.000000	511.500000	0.000000
0.084678	113.000000	18.800728	93.982418	113.000000	0.250000	1.000000	511.500000	0.000000
0.085178	113.000000	19.017582	93.765997	113.000000	0.250000	1.000000	511.500000	0.000000
0.085678	113.000000	19.234003	93.549451	113.000000	0.250000	1.000000	511.500000	0.000000
0.086178	113.000000	19.450549	93.332678	113.000000	0.250000	1.000000	511.500000	0.000000
0.086678	113.000000	19.667322	93.115596	113.000000	0.250000	1.000000	511.500000	0.000000
0.087178	113.000000	19.884404	92.897779	113.000000	0.250000	1.000000	511.500000	0.000000
0.087678	113.000000	20.102221	92.679241	113.000000	0.250000	1.000000	511.500000	0.000000
0.088178	113.000000	20.320759	92.460369	113.000000	0.250000	1.000000	511.500000	0.000000
0.088678	113.000000	20.539631	92.241129	113.000000	0.250000	1.000000	511.500000	0.000000
0.089178	113.000000	20.758871	92.021497	113.000000	0.250000	1.000000	511.500000	0.000000
0.089678	113.000000	20.978503	91.802183	113.000000	0.250000	1.000000	511.500000	0.000000
0.090179	113.000000	21.197817	91.583416	113.000000	0.250000	1.000000	511.500000	0.000000
0.090679	113.000000	21.416584	91.364653	113.000000	0.250000	1.000000	511.500000	0.000000
0.091179	113.000000	21.635347	91.145442	113.000000	0.250000	1.000000	511.500000	0.000000
0.091679	113.000000	21.854558	90.925410	113.000000	0.250000	1.000000	511.500000	0.000000
0.092179	113.000000	22.074590	90.704618	113.000000	0.250000	1.000000	511.500000	0.000000
0.092679	113.000000	22.295382	90.483492	113.000000	0.250000	1.000000	511.500000	0.000000
0.093179	113.000000	22.516508	90.262029	113.000000	0.250000	1.000000	511.500000	0.000000
0.093679	113.000000	22.737971	90.039871	113.000000	0.250000	1.000000	511.500000	0.000000
0.094179	113.000000	22.960129	89.817452	113.000000	0.250000	1.000000	511.500000	0.000000
0.094679	113.000000	23.182548	89.595139	113.000000	0.250000	1.000000	511.500000	0.000000
0.095179	113.000000	23.404861	89.372515	113.000000	0.250000	1.000000	511.500000	0.000000
0.095679	113.000000	23.627485	89.149595	113.000000	0.250000	1.000000	511.500000	0.000000
0.096179	113.000000	23.850405	88.926397	113.000000	0.250000	1.000000	511.500000	0.000000
0.096679	113.000000	24.073603	88.702941	113.000000	0.250000	1.000000	511.500000	0.000000
0.097180	113.000000	24.297059	88.479608	113.000000	0.250000	1.000000	511.500000	0.000000
0.097680	113.000000	24.520392	88.256354	113.000000	0.250000	1.000000	511.500000	0.000000
0.098180	113.000000	24.743646	88.032779	113.000000	0.250000	1.000000	511.500000	0.000000
0.098680	113.000000	24.967221	87.808915	113.000000	0.250000	1.000000	511.500000	0.000000
0.099180	113.000000	25.191085	87.584791	113.000000	0.250000	1.000000	511.500000	0.000000
0.099680	113.000000	25.415209	87.360076	113.000000	0.250000	1.000000	511.500000	0.000000
0.100180	113.000000	25.639924	87.134862	113.000000	0.250000	1.000000	511.500000	0.000000
0.100680	113.000000	25.865138	86.909594	113.000000	0.250000	1.000000	511.500000	0.000000
0.101180	113.000000	26.090406	86.684649	113.000000	0.250000	1.000000	511.500000	0.000000
0.101680	113.000000	26.315351	86.459972	113.000000	0.250000	1.000000	511.500000	0.000000
0.102181	113.000000	26.540028	86.235154	113.000000	0.250000	1.000000	511.500000	0.000000
0.102681	113.000000	26.764846	86.010213	113.000000	0.250000	1.000000	511.500000	0.000000
0.103181	113.000000	26.989787	85.785171	113.000000	0.250000	1.000000	511.500000	0.000000
0.103681	113.000000	27.214829	85.559681	113.000000	0.250000	1.000000	511.500000	0.000000
0.104181	113.000000	27.440319	85.333461	113.000000	0.250000	1.000000	511.500000	0.000000
0.104681	113.000000	27.666539	85.106286	113.000000	0.250000	1.000000	511.500000	0.000000
0.105181	113.000000	27.893714	84.878342	113.000000	0.250000	1.000000	511.500000	0.000000
0.105681	113.000000	28.121658	84.649798	113.000000	0.250000	1.000000	511.500000	0.000000
0.106181	113.000000	28.350202	84.420441	113.000000	0.250000	1.000000	511.500000	0.000000
0.106681	113.000000	28.579559	84.190465	113.000000	0.250000	1.000000	511.500000	0.000000
0.107181	113.000000	28.809535	83.960407	113.000000	0.250000	1.000000	511.500000	0.000000
0.107681	113.000000	29.039593	83.730714	113.000000	0.250000	1.000000	511.500000	0.000000
0.108181	113.000000	29.269286	83.501758	113.000000	0.250000	1.000000	511.500000	0.000000
0.108681	113.000000	29.498242	83.273113	113.000000	0.250000	1.000000	511.500000	0.000000
0.109181	113.000000	29.726887	83.044058	113.000000	0.250000	1.000000	511.500000	0.000000
0.109682	113.000000	29.955942	82.814717	113.000000	0.250000	1.000000	511.500000	0.000000
0.110182	113.000000	30.185283	82.585201	113.000000	0.250000	1.000000	511.500000	0.000000
0.110682	113.000000	30.414799	82.355604	113.000000	0.250000	1.000000	511.500000	0.000000
0.111182	113.000000	30.644396	82.126004	113.000000	0.250000	1.000000	511.500000	0.000000
